Agent_0.GOAL0_ID, Agent_0.GOAL0_IMPORTANCE, Agent_0.GOAL0_IMPORTANCE_DRIVE, Agent_0.GOAL0_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL0_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL0_IMPORTANCE_EFFORT, Agent_0.GOAL1_ID, Agent_0.GOAL1_IMPORTANCE, Agent_0.GOAL1_IMPORTANCE_DRIVE, Agent_0.GOAL1_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL1_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL1_IMPORTANCE_EFFORT, Agent_0.GOAL2_ID, Agent_0.GOAL2_IMPORTANCE, Agent_0.GOAL2_IMPORTANCE_DRIVE, Agent_0.GOAL2_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL2_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL2_IMPORTANCE_EFFORT, Agent_0.GOAL3_ID, Agent_0.GOAL3_IMPORTANCE, Agent_0.GOAL3_IMPORTANCE_DRIVE, Agent_0.GOAL3_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL3_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL3_IMPORTANCE_EFFORT, Agent_0.GOAL4_ID, Agent_0.GOAL4_IMPORTANCE, Agent_0.GOAL4_IMPORTANCE_DRIVE, Agent_0.GOAL4_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL4_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL4_IMPORTANCE_EFFORT, Agent_0.GOAL5_ID, Agent_0.GOAL5_IMPORTANCE, Agent_0.GOAL5_IMPORTANCE_DRIVE, Agent_0.GOAL5_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL5_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL5_IMPORTANCE_EFFORT, Agent_0.GOAL6_ID, Agent_0.GOAL6_IMPORTANCE, Agent_0.GOAL6_IMPORTANCE_DRIVE, Agent_0.GOAL6_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL6_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL6_IMPORTANCE_EFFORT, Agent_0.GOAL7_ID, Agent_0.GOAL7_IMPORTANCE, Agent_0.GOAL7_IMPORTANCE_DRIVE, Agent_0.GOAL7_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL7_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL7_IMPORTANCE_EFFORT, Agent_0.GOAL8_ID, Agent_0.GOAL8_IMPORTANCE, Agent_0.GOAL8_IMPORTANCE_DRIVE, Agent_0.GOAL8_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL8_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL8_IMPORTANCE_EFFORT, Agent_0.GOAL9_ID, Agent_0.GOAL9_IMPORTANCE, Agent_0.GOAL9_IMPORTANCE_DRIVE, Agent_0.GOAL9_IMPORTANCE_FEELINGMATCH, Agent_0.GOAL9_IMPORTANCE_FEELINGEXPECTATION, Agent_0.GOAL9_IMPORTANCE_EFFORT, Agent_0.Outcome
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5810887081258278, 0.1145280565084988, 0.236507467706261, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5031383426432281, 0.0, 0.4031383426432281, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.4515364289282723, 0.0926351521256332, 0.2589012768026391, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.4320058676135492, 0.0686792897529448, 0.26332657786060437, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.41233734188753257, 0.06874970369717913, 0.2435876381903534, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.3946520577630792, 0.009878928239123671, 0.2767931295239555, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.3656687161126819, 0.009879199421175138, 0.25578951669150674, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.35826995895324043, 0.0, 0.25826995895324045, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.35826995895324043, 0.0, 0.25826995895324045, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.35826995895324043, 0.0, 0.25826995895324045, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5805307179532628, 0.11453656078157984, 0.23594097326061492, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5032026156474165, 0.0, 0.40320261564741655, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.4522353835371895, 0.09262977030078283, 0.25960561323640663, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.43272587348340785, 0.06867687262345772, 0.26404900085995014, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.41174607839070954, 0.06875196038758426, 0.2429941180031253, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.39542092724956696, 0.009878919064153571, 0.2775620081854133, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.36503732617516593, 0.009879208238987087, 0.25515811793617876, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.35763220744442403, 0.0, 0.257632207444424, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.35763220744442403, 0.0, 0.257632207444424, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.35763220744442403, 0.0, 0.257632207444424, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.579973391961483, 0.11454508327256988, 0.2353751247778451, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5032668889285833, 0.0, 0.4032668889285833, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.45293487535810883, 0.09262440630278726, 0.26031046905532157, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.43344643274513195, 0.06867446425598776, 0.2647719684891442, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.4111555186802127, 0.06875422310166796, 0.24240129557854476, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.3961903876841806, 0.009878909931157838, 0.2783314777530227, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.36440668778684393, 0.009879217088356764, 0.25452747069848713, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3569952150570378, 0.0, 0.2569952150570378, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3569952150570378, 0.0, 0.2569952150570378, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.3569952150570378, 0.0, 0.2569952150570378, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5794167299796491, 0.11455362402448283, 0.2348099220440982, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5033311624863225, 0.0, 0.40333116248632245, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.45363490350318836, 0.09261906005470698, 0.2610158434484814, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.4341675444841394, 0.0686720646081341, 0.2654954798760053, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.4105656625750155, 0.06875649185943848, 0.24180917071557695, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.3969604380902693, 0.009878900839868613, 0.27910153725040066, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.3637768007544039, 0.009879225969437662, 0.25389757478496616, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.35635898159582213, 0.0, 0.25635898159582216, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.35635898159582213, 0.0, 0.25635898159582216, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.35635898159582213, 0.0, 0.25635898159582216, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5788607318373693, 0.11456218308041263, 0.23424536484588862, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5033954363202275, 0.0, 0.40339543632022756, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.4543354670868711, 0.09261373147998947, 0.2617217356068816, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.43488920778820184, 0.06866967363774472, 0.26621953415045707, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.40997650989456547, 0.06875876668097901, 0.2412177432135864, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.3977310774936958, 0.00987889179002022, 0.27987218570367556, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.36314766488504013, 0.009879234882384224, 0.2532684300026559, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3557235068660288, 0.0, 0.2557235068660288, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3557235068660288, 0.0, 0.2557235068660288, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.3557235068660288, 0.0, 0.2557235068660288, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5783053973646999, 0.11457076048353285, 0.23368145297009904, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5034597104298929, 0.0, 0.40345971042989287, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.45503656522587455, 0.09260842050246718, 0.26242814472340736, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.4356114217474337, 0.06866729130291466, 0.266944130444519, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.40938806045878506, 0.06876104758644778, 0.2406270128723373, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.39850230492282485, 0.009878882781349152, 0.28064342214147564, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.3625192799864543, 0.009879243827351843, 0.2526400361591024, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3550887906734216, 0.0, 0.2550887906734216, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3550887906734216, 0.0, 0.2550887906734216, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.3550887906734216, 0.0, 0.2550887906734216, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5777507263921472, 0.1145793562770966, 0.23311818620398259, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5035239848149125, 0.0, 0.4035239848149125, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.4557381970391807, 0.09260312704635545, 0.2631350699928253, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.4363341854542825, 0.06866491756198452, 0.2676692678922979, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.4088003140880737, 0.06876333459607849, 0.24003697949199518, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.3992741194085121, 0.009878873813594041, 0.281415245594918, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.3618916458668565, 0.00987925280449687, 0.2520123930623597, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3544548328242787, 0.0, 0.2544548328242787, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3544548328242787, 0.0, 0.2544548328242787, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.3544548328242787, 0.0, 0.2544548328242787, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5771967187506685, 0.11458797050443635, 0.2325555643351641, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5035882594748804, 0.0, 0.4035882594748804, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.4564403616480256, 0.09259785103625054, 0.26384251061177505, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.43705749800351723, 0.06866255237353874, 0.26839494562997845, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.40821327060330836, 0.0687656277301805, 0.23944764287312784, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.40004651998409274, 0.009878864886495638, 0.2821876550975971, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.36126476233496796, 0.009879261813976633, 0.25138550052099135, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3538216331253937, 0.0, 0.25382163312539374, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3538216331253937, 0.0, 0.25382163312539374, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.3538216331253937, 0.0, 0.25382163312539374, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5766433742716731, 0.11459660320896367, 0.2319935871516414, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5036525344093914, 0.0, 0.4036525344093914, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.45714305817588874, 0.09259259239712762, 0.26455046577876107, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.43778135849221844, 0.06866019569640404, 0.26912116279581444, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.40762692982584525, 0.06876792700913904, 0.23885900281670625, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.40081950568537006, 0.009878855999796796, 0.2829606496855732, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.360638629200021, 0.009879270855949423, 0.2507593583440716, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3531891913840771, 0.0, 0.25318919138407714, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3531891913840771, 0.0, 0.25318919138407714, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.3531891913840771, 0.0, 0.25318919138407714, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5760906927870248, 0.1146052544341692, 0.23143225444178767, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5037168096180398, 0.0, 0.40371680961803974, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.4578462857484834, 0.09258735105433887, 0.26525893469414447, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.4385057660197673, 0.06865784748964769, 0.26984791853011963, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.4070412915775222, 0.06877023245341571, 0.23827105912410654, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.40159307555060414, 0.009878847153242451, 0.2837342283973617, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.36001324627176223, 0.009879279930574523, 0.2501339663411877, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.3525575074081586, 0.0, 0.2525575074081586, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.3525575074081586, 0.0, 0.2525575074081586, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.3525575074081586, 0.0, 0.2525575074081586, 0.0, 0.1, EAT
A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:CAKE:MEMORYDRIVE, 0.5755389441460023, 0.11461391997574748, 0.2308718402591868, 0.0, 0.13, A14_FLEE_BODO_L01:NO_DRIVE:NULLOBJECT:MEMORYDRIVE, 0.5037809863402394, 0.0, 0.40378098634023935, 0.0, 0.1, A06_BEAT_BODO_L01:LIBIDINOUSSTOMACHUNDEFINEDEAT:BODO:MEMORYDRIVE, 0.45854975479282023, 0.09258212907236502, 0.2659676257204552, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:BODO:MEMORYDRIVE, 0.4392304222917548, 0.06865550867033449, 0.2705749136214203, 0.0, 0.1, A12_EAT_CAKE_L01:AGGRESSIVESTOMACHUNDEFINEDBITE:CAKE:MEMORYDRIVE, 0.4064566417989093, 0.06877254295063179, 0.23768409884827751, 0.0, 0.1, A06_BEAT_BODO_L01:AGGRESSIVELIBIDOANALBEAT:BODO:MEMORYDRIVE, 0.40236691104146266, 0.00987883835018283, 0.2845080726912798, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSPEAK:CAKE:MEMORYDRIVE, 0.35938891889628466, 0.009879289033546622, 0.24950962986273806, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDDIVIDE:CAKE:MEMORYDRIVE, 0.35192688962024665, 0.0, 0.2519268896202466, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSSTOMACHUNDEFINEDSHARE_FOOD:CAKE:MEMORYDRIVE, 0.35192688962024665, 0.0, 0.2519268896202466, 0.0, 0.1, A12_EAT_CAKE_L01:LIBIDINOUSLIBIDOORALSUCK:CAKE:MEMORYDRIVE, 0.35192688962024665, 0.0, 0.2519268896202466, 0.0, 0.1, EAT
